item_id,category,repo,file,composable,evidence,snippet,verdict,notes
pilot-0092,missing_content_description,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/AboutScreen.kt,AboutScreen,Icon() without contentDescription,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun AboutScreen(
    padding: PaddingValues = PaddingValues(0.dp),
    onBack: () -> Unit
) {
    val context = LocalContext.current
    var eggClicks by remember { mutableIntStateOf(0) }
    var activeToast by remember { mutableStateOf<Toast?>(null) }
    var showEasterEggSheet by remember { mutableStateOf(false) }
    val sheetState = rememberModalBottomSheetState(skipPartiallyExpanded = true)
    val scope = rememberCoroutineScope()

    fun openUrl(url: String) {
        val intent = Intent(Intent.ACTION_VIEW, Uri.parse(url)).apply {
            addFlags(Intent.FLAG_ACTIVITY_NEW_TASK)",,
pilot-0050,decorative_mislabeled,kursatkumsuz__movie,kursatkumsuz__movie/feature/search/src/main/java/com/kursatkumsuz/search/presentation/component/SearchList.kt,MovieListItem,"decorative with description ""Movie Image""","
@Composable
fun MovieListItem(movie: SearchUI, onNavigateDetailScreen: (String) -> Unit) {
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .padding(5.dp)
            .clickable {
                movie.id?.let { onNavigateDetailScreen(it) }
            },
        verticalAlignment = Alignment.CenterVertically
    ) {
        AsyncImage(
            modifier = Modifier
                .size(width = 100.dp, height = 140.dp)
                .clip(",,
pilot-0155,missing_merge_descendants,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/AdvancedSettingsScreen.kt,BenchmarkSection,"clickable ListItem with 2 Text children, no mergeDescendants"," */
@Composable
private fun BenchmarkSection(onClick: () -> Unit) {
    SectionHeader(stringResource(R.string.settings_debug))

    ListItem(
        modifier = Modifier.clickable(onClick = onClick),
        headlineContent = { Text(stringResource(R.string.settings_benchmark)) },
        supportingContent = {
            Text(text = stringResource(R.string.settings_benchmark_desc))
        },
        trailingContent = {
            Icon(
                imageVector = Icons.AutoMirrored.Filled.KeyboardArrowRight,
                contentDescription = null,
            )",,
pilot-0224,progress_no_semantics,RisorseArtificiali__anti-vocale,RisorseArtificiali__anti-vocale/app/src/main/java/com/antivocale/app/ui/dialogs/AddAppPreferenceDialog.kt,AddAppPreferenceDialog,CircularProgressIndicator without progressSemantics,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun AddAppPreferenceDialog(
    onDismiss: () -> Unit,
    onAppSelected: (String, String) -> Unit
) {
    val context = LocalContext.current
    var searchQuery by remember { mutableStateOf("""") }
    var installedApps by remember { mutableStateOf<List<AppInfo>>(emptyList()) }
    var isLoading by remember { mutableStateOf(true) }

    // Load installed apps
    LaunchedEffect(Unit) {
        withContext(Dispatchers.IO) {
            try {
                val pm = context.packageManager",,
pilot-0079,error_state_no_semantics,chmouel__liseur,chmouel__liseur/app/src/main/kotlin/com/chmouel/liseur/ui/settings/ReadingNavigationScreen.kt,DictionarySiteRow,isError set without semantics { error(...) },"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun DictionarySiteRow(baseUrl: String, onBaseUrl: (String) -> Unit) {
    val storedEdition = remember(baseUrl) { WiktionaryEditions.editionOf(baseUrl) }
    var customChosen by remember(baseUrl) { mutableStateOf(storedEdition == null) }
    var expanded by remember { mutableStateOf(false) }
    var typed by remember(baseUrl) { mutableStateOf(if (storedEdition == null) baseUrl else """") }
    val normalised = remember(typed) { DictionaryUrl.normalise(typed) }
    val invalid = typed.isNotBlank() && normalised == null

    // Probed only when the reader commits a choice here — never on
    // merely opening the screen, because a request nobody asked for
    // has no place in this app.
    var probeTarget by remember { mutableStateOf<String?>(null) }
    var probeResult by remember { mutableStateOf<ProbeUi>(ProbeUi.Idle) }
    val client = remember { WiktionaryClient() }",,
pilot-0051,decorative_mislabeled,kursatkumsuz__movie,kursatkumsuz__movie/feature/profile/src/main/java/com/kursatkumsuz/profile/presentation/component/ProfileList.kt,ProfileListItem,"decorative with description ""Button Icon""","
@Composable
fun ProfileListItem(item: Item) {
    Row(
        modifier = Modifier
            .padding(vertical = 10.dp)
            .fillMaxWidth()
    ) {
        Icon(
            painter = painterResource(id = item.icon),
            contentDescription = ""Icon"",
            tint = MaterialTheme.colorScheme.onBackground
        )
        Spacer(modifier = Modifier.width(10.dp))
        Text(text = item.text, color = MaterialTheme.colorScheme.onBackground)
        Spacer(modifier = Modifier.weight(1f))",,
pilot-0055,decorative_mislabeled,UmairKhalid786__ComposeTv,UmairKhalid786__ComposeTv/app/src/main/java/com/techlads/composetv/features/details/ProductDetailsScreen.kt,UserRatingsSection,"decorative with description ""92%""","
@Composable
private fun UserRatingsSection(modifier: Modifier = Modifier, details: Details) {
    Column(modifier) {
        Text(
            modifier = Modifier.padding(bottom = 16.dp, start = 72.dp),
            text = stringResource(R.string.user_ratings),
            style = MaterialTheme.typography.headlineSmall,
            textAlign = TextAlign.Center
        )

        var gridWidth by remember { mutableStateOf(0) }
        val cardCount = 3
        val spacing = 16.dp
        val horizontalPadding = 72.dp
        val density = LocalDensity.current",,
pilot-0292,touch_target_size,axelblatt__MissionAndroid,axelblatt__MissionAndroid/app/src/main/java/com/axelblatt/mission/screen/TimeDialog.kt,TimeDialog,size(12.dp) on interactive element,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun TimeDialog(
    taskId: Int,
    timeDialog: MutableState<Boolean>,
    taskViewModel: TaskViewModel,
    timeState: TimePickerState,
    localContext: Context,
    modifier: Modifier
) {
    BasicAlertDialog(
        onDismissRequest = {timeDialog.value = false},
        modifier = modifier.fillMaxWidth(0.9f)
            .clip(RoundedCornerShape(16.dp))
            .background(MaterialTheme.colorScheme.inverseOnSurface)
    ) {",,
pilot-0024,color_contrast,higorslva__biketrackd,higorslva__biketrackd/app/src/main/java/com/biketrackd/app/ui/screens/StatsScreen.kt,StatsScreen,2 hardcoded Color literals with Text,"
@Composable
fun StatsScreen(modifier: Modifier = Modifier) {
    val context = LocalContext.current
    val fontScale = LocalFontScale.current
    val dao = remember { AppDatabase.getInstance(context).pedalSessionDao() }

    val sessions by dao.getAllFlow().collectAsState(initial = emptyList())
    val sessionCount by dao.getSessionCountFlow().collectAsState(initial = 0)
    val totalDist by dao.getTotalDistanceFlow().collectAsState(initial = 0f)
    val totalDur by dao.getTotalDurationFlow().collectAsState(initial = 0L)
    val overallAvg by dao.getOverallAvgSpeedFlow().collectAsState(initial = 0f)

    val bestDist by dao.getBestDistanceFlow().collectAsState(initial = 0f)
    val bestDuration by dao.getBestDurationFlow().collectAsState(initial = 0L)
    val bestAvg by dao.getBestAvgSpeedFlow().collectAsState(initial = 0f)",,
pilot-0089,missing_content_description,lorenzovngl__FoodExpirationDates,lorenzovngl__FoodExpirationDates/app/src/full/java/com/lorenzovainigli/foodexpirationdates/view/composable/BarcodeScannerResult.kt,BarcodeScannerResultGotResult,contentDescription = null,"
@Composable
fun BarcodeScannerResultGotResult(height: Dp, detectedProduct: OpenFoodFactsJsonResponse) {
    detectedProduct.product.imageThumbUrl.let {
        if (!it.isNullOrEmpty()) {
            AsyncImage(
                modifier = Modifier
                    .size(height)
                    .padding(8.dp)
                    .clip(CircleShape)
                    .background(MaterialTheme.colorScheme.primaryContainer),
                model = ImageRequest.Builder(LocalContext.current)
                    .data(it)
                    .crossfade(true)
                    .build(),
                contentScale = ContentScale.Crop,",,
pilot-0149,missing_merge_descendants,bernaferrari__SDKMonitor,bernaferrari__SDKMonitor/shared/src/commonMain/kotlin/com/bernaferrari/sdkmonitor/ui/settings/components/SettingsComponents.kt,NotificationPermissionRequestCard,"clickable Column with 3 Text children, no mergeDescendants","
@Composable
fun NotificationPermissionRequestCard(
    onRequestPermission: () -> Unit,
    modifier: Modifier = Modifier,
) {
    val s = sdkStrings()
    Surface(
        modifier = modifier.fillMaxWidth(),
        shape = RoundedCornerShape(16.dp),
        color = MaterialTheme.colorScheme.primaryContainer.copy(alpha = 0.45f),
    ) {
        Column(modifier = Modifier.padding(16.dp), verticalArrangement = Arrangement.spacedBy(8.dp)) {
            Text(s.notificationPermissionTitle, fontWeight = FontWeight.SemiBold)
            Text(s.notificationPermissionBody, style = MaterialTheme.typography.bodySmall)
            androidx.compose.material3.TextButton(onClick = onRequestPermission) {",,
pilot-0127,missing_interaction_semantics,Darkrock-Studios__FastTrack,Darkrock-Studios__FastTrack/app/src/main/java/com/darkrockstudios/apps/fasttrack/screens/log/LogCalendarContent.kt,DayCell,.clickable without onClickLabel,"@ExperimentalTime
@Composable
private fun DayCell(
	day: CalendarDay,
	isToday: Boolean,
	entries: List<FastingLogEntry>,
	isSelected: Boolean,
	onClick: () -> Unit,
) {
	val inMonth = day.position == DayPosition.MonthDate
	val hasEntries = entries.isNotEmpty() && inMonth

	val stageColor = if (hasEntries) stageColorFor(entries) else Color.Transparent
	val bgColor = if (hasEntries) stageColor.copy(alpha = 0.45f) else Color.Transparent

	val borderColor = when {",,
pilot-0005,clickable_icon_not_iconbutton,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/core/java/screens/Settings.kt,TopAppBar,Icon made clickable directly instead of IconButton,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun TopAppBar(scrollBehavior: TopAppBarScrollBehavior, navController: NavController){
    LargeTopAppBar(
        title = { Text(text = stringResource(R.string.settings)) },
        navigationIcon = {
            Box (modifier = Modifier.size(dimensionResource(R.dimen.icon_button_size)).clickable { navController.navigate(NavRoutes.Home.route) },
                contentAlignment = Alignment.Center){
                Icon(painterResource(R.drawable.ic_back), ""back"")
            }
        },
        scrollBehavior = scrollBehavior
    )
}",,
pilot-0228,progress_no_semantics,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/oui/OuiLookupScreen.kt,LoadingCard,CircularProgressIndicator without progressSemantics,"
@Composable
private fun LoadingCard(query: String) {
    SurfaceCard {
        MacDisplay(query)
        Row(
            verticalAlignment = Alignment.CenterVertically,
            horizontalArrangement = Arrangement.spacedBy(10.dp),
        ) {
            CircularProgressIndicator(
                modifier = Modifier.size(14.dp),
                strokeWidth = 2.dp,
                color = MaterialTheme.colorScheme.primary,
            )
            Text(
                text = stringResource(R.string.oui_lookup_loading_label),",,
pilot-0142,missing_merge_descendants,itsluminous__ClearSMS,itsluminous__ClearSMS/app/src/main/kotlin/app/clearsms/ui/components/OtpBanner.kt,OtpBanner,"clickable Column with 2 Text children, no mergeDescendants"," */
@Composable
fun OtpBanner(
    code: String,
    senderName: String,
    onCopied: () -> Unit,
    onDismiss: () -> Unit,
    onOpenMessage: () -> Unit,
    modifier: Modifier = Modifier,
    displaySize: OtpDisplaySize = OtpDisplaySize.DEFAULT,
) {
    val clipboard = LocalClipboardManager.current
    Card(
        modifier = modifier.fillMaxWidth(),
        colors = CardDefaults.cardColors(containerColor = MaterialTheme.colorScheme.primaryContainer),
    ) {",,
pilot-0111,missing_heading_semantics,chmouel__liseur,chmouel__liseur/app/src/main/kotlin/com/chmouel/liseur/ui/settings/AboutScreen.kt,LogoBlock,headlineSmall text without heading(),"
@Composable
private fun LogoBlock(modifier: Modifier = Modifier) {
    val isDark = MaterialTheme.colorScheme.surface.luminance() < 0.5f
    Column(
        modifier = modifier,
        horizontalAlignment = Alignment.CenterHorizontally,
    ) {
        Image(
            painter = painterResource(
                if (isDark) {
                    R.drawable.ic_brand_emblem_night_transparent
                } else {
                    R.drawable.ic_brand_emblem_transparent
                },
            ),",,
pilot-0134,missing_interaction_semantics,maximilian-schwaerzler__Do-It,maximilian-schwaerzler__Do-It/app/src/main/java/at/co/schwaerzler/maximilian/doit/ui/navigation/screen/EditTodoScreen.kt,EditTodoScreenContent,.clickable without onClickLabel,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun EditTodoScreenContent(
    id: Int?,
    uiState: EditTodoUiState,
    onTitleChange: (String) -> Unit,
    onDescriptionChange: (String) -> Unit,
    onDeadlineChange: (Instant?) -> Unit,
    onSave: () -> Unit,
    onCancel: () -> Unit,
    onDelete: () -> Unit,
    modifier: Modifier = Modifier,
) {
    var showDatePicker by remember { mutableStateOf(false) }
    var showTimePicker by remember { mutableStateOf(false) }
    var pendingDateMillis by remember { mutableLongStateOf(0L) }",,
pilot-0194,missing_state_description,Nyabsi__VRCAA,Nyabsi__VRCAA/app/src/main/java/cc/sovellus/vrcaa/ui/components/dialog/FavoriteDialog.kt,FavoriteDialog,RadioButton without stateDescription,"@SuppressLint(""LocalContextGetResourceValueCall"")
@Composable
fun FavoriteDialog(
    type: IFavorites.FavoriteType,
    id: String,
    metadata: FavoriteManager.FavoriteMetadata,
    groupMetadata: Map<String, FavoriteManager.FavoriteGroupMetadata>,
    maximumFavorites: Int,
    onDismiss: () -> Unit,
    onConfirmation: () -> Unit
) {
    val context = LocalContext.current
    val coroutineScope = rememberCoroutineScope()

    val selectedGroup = remember { mutableStateOf("""") }
    val groups = remember { mutableStateListOf<String>() }",,
pilot-0086,missing_content_description,binayshaw7777__KotStep,binayshaw7777__KotStep/app/src/main/java/com/binayshaw7777/kotstep/ui/theme/presentation/v2/steppers/Groww.kt,GrowwContent,contentDescription = null,"
@Composable
fun GrowwContent(modifier: Modifier = Modifier, paddingValues: PaddingValues) {

    Column(
        modifier = Modifier
            .fillMaxSize()
            .verticalScroll(rememberScrollState())
            .padding(paddingValues)
            .background(GROWW_BACKGROUND)
            .padding(vertical = 20.dp)
            .then(modifier)
    ) {
        Column(
            modifier = Modifier.padding(horizontal = 16.dp)
        ) {",,
pilot-0064,error_state_no_semantics,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/onboarding/OnboardingScreen.kt,CreateAliasStep,isError set without semantics { error(...) },"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun CreateAliasStep(
    padding: PaddingValues,
    editor: OnboardingViewModel.AliasFields,
    voices: List<VoiceMeta>,
    aliasCreated: Boolean,
    onSeedDefaults: () -> Unit,
    onNameChange: (String) -> Unit,
    onEngineChange: (String) -> Unit,
    onVoiceChange: (String) -> Unit,
    onSpeedChange: (Float) -> Unit,
    onEffectChange: (EffectPreset) -> Unit,
    onSave: () -> Unit,
    onUseDefaults: () -> Unit,
    onFinish: () -> Unit,",,
pilot-0043,decorative_mislabeled,UmairKhalid786__ComposeTv,UmairKhalid786__ComposeTv/app/src/main/java/com/techlads/composetv/features/details/ProductDetailsScreen.kt,TVProductDetails,"decorative with description ""Product Banner""","
@Composable
private fun TVProductDetailsContent(
    modifier: Modifier = Modifier,
    state: ProductDetailsState,
    onBackPressed: () -> Unit,
    onPlayClick: () -> Unit
) {
    BackHandler(onBack = onBackPressed)
    when (state) {
        is Success -> TVProductDetails(modifier = modifier, state.details, onPlayClick)
        else -> {}
    }
}

@Composable",,
pilot-0020,clickable_icon_not_iconbutton,GetStream__whatsApp-clone-compose,GetStream__whatsApp-clone-compose/features/chats/src/main/kotlin/io/getstream/whatsappclone/chats/messages/WhatsAppMessageTopBar.kt,WhatsAppMessageTopBar,Icon made clickable directly instead of IconButton,"
@Composable
fun WhatsAppMessageTopBar(
  messageUiState: WhatsAppMessageUiState,
  navigateToVideoCall: (Boolean) -> Unit,
  onBackClick: () -> Unit
) {
  TopAppBar(
    modifier = Modifier.fillMaxWidth(),
    navigationIcon = {
      Icon(
        modifier = Modifier
          .size(26.dp)
          .clickable {
            onBackClick()
          },",,
pilot-0030,color_contrast,alexandr7035__Banking-App-Mock-Compose,alexandr7035__Banking-App-Mock-Compose/app/src/main/java/by/alexandr7035/banking/ui/components/Buttons.kt,MenuButton,2 hardcoded Color literals with Text,"
@Composable
fun MenuButton(
    modifier: Modifier,
    icon: Painter,
    text: String,
    showArrow: Boolean = true,
    iconTint: Color? = MaterialTheme.colorScheme.primary,
    onClick: () -> Unit,
) {
    PrimaryCard(
        modifier = modifier,
        onClick = onClick,
        paddingValues = PaddingValues(16.dp)
    ) {
",,
pilot-0047,decorative_mislabeled,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/PasswordGeneratorScreen.kt,PasswordGeneratorScreen,"decorative with description ""Regenerate""","@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun PasswordGeneratorScreen(
    generatorViewModel: PasswordGeneratorViewModel,
    onNavigateBack: () -> Unit
) {
    val uiState by generatorViewModel.uiState.collectAsStateWithLifecycle()
    val snackbarHostState = remember { SnackbarHostState() }
    val scope = rememberCoroutineScope()
    val context = LocalContext.current
    val haptic = LocalHapticFeedback.current

    val strengthProgress by animateFloatAsState(
        targetValue = when (uiState.strength) {
            PasswordStrength.NONE -> 0f
            PasswordStrength.WEAK -> 0.33f",,
pilot-0183,missing_state_description,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/SettingsScreen.kt,ToggleRow,Switch without stateDescription,"
@Composable
private fun ToggleRow(label: String, hint: String, checked: Boolean, onToggle: () -> Unit) {
    Row(
        modifier = Modifier.fillMaxWidth()
            // 单一 toggleable 事件源：Switch 只负责绘制，避免父子点击同时触发。
            .toggleable(value = checked, role = Role.Switch) { onToggle() }
            .padding(horizontal = 16.dp, vertical = 8.dp),
        verticalAlignment = Alignment.CenterVertically,
    ) {
        Column(Modifier.weight(1f)) {
            Text(label, style = MaterialTheme.typography.titleSmall, color = ZhishengText)
            Text(hint, style = MaterialTheme.typography.labelSmall, color = ZhishengTextTertiary)
        }
        Switch(
            checked = checked,",,
pilot-0174,missing_semantics_role,OMGSoundboard__android-app,OMGSoundboard__android-app/app/src/main/java/audio/omgsoundboard/presentation/composables/AboutItem.kt,AboutItem,.clickable without Role,"
@Composable
fun AboutItem(icon: Int, title: Int, onClick: () -> Unit){
    Row(
        modifier = Modifier
            .padding(horizontal = 16.dp, vertical = 12.dp)
            .clickable { onClick() },
        horizontalArrangement = Arrangement.Start,
        verticalAlignment = Alignment.CenterVertically
    ) {

        Icon(
            painter = painterResource(id = icon),

            contentDescription = null
        )",,
pilot-0257,text_truncation_scaling,AnySoftKeyboard__janus,AnySoftKeyboard__janus/app/src/main/java/com/anysoftkeyboard/janus/app/ui/states/TranslationView.kt,SourceArticleSection,maxLines = 1 with Ellipsis (clips at large font scale),"/** Section showing source article with title, language, snippet, and description. */
@Composable
private fun SourceArticleSection(
    title: String,
    language: String,
    pageId: Long,
    snippet: String,
    translation: TranslationState,
) {
  Card(
      colors =
          CardDefaults.cardColors(
              containerColor = MaterialTheme.colorScheme.surfaceVariant.copy(alpha = 0.5f)
          ),
      shape = MaterialTheme.shapes.medium,
  ) {",,
pilot-0219,pointerinput_no_semantics,Nevodev__Cresto,Nevodev__Cresto/app/src/main/java/com/nevoit/cresto/ui/components/glasense/GlasenseSwitch.kt,GlasenseSwitch,detectTapGestures without semantics/Role,"
@Composable
fun GlasenseSwitch(
    backgroundColor: Color,
    enabled: Boolean = true,
    checked: Boolean,
    colors: GlasenseColors = AppColors,
    onCheckedChange: (Boolean) -> Unit
) {
    val liquidGlass = LocalThemeSettings.current.liquidGlass
    if (liquidGlass) {
        val trackBackdrop = rememberLayerBackdrop {
            drawRect(backgroundColor)
            drawContent()
        }
",,
pilot-0256,text_truncation_scaling,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/EncryptFlow.kt,EncryptFlow,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
fun EncryptFlow(vault: Vault, modifier: Modifier = Modifier, onClose: () -> Unit) {
    val context = LocalContext.current
    val activity = context as FragmentActivity
    val scope = rememberCoroutineScope()

    var stage by remember { mutableStateOf(EncryptStage.PICK) }
    var sources by remember { mutableStateOf<List<SourceRef>>(emptyList()) }
    var mode by remember { mutableStateOf(OutputMode.BUNDLE) }

    // Recipient state is hoisted into a RecipientSelection so collapsing the inline picker — or
    // finishing a file and coming back for the next — does not wipe the choices.
    val selection = rememberRecipientSelection(vault, seedSessionPassphrase = true)
    var pickerOpen by remember { mutableStateOf(false) }
    var recipients by remember { mutableStateOf<List<AgeRecipient>>(emptyList()) }",,
pilot-0268,textfield_no_label,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/ChatScreen.kt,ChatScreen,TextField with placeholder but no label,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun ChatScreen(
    userId: String,
    homeViewModel: HomeViewModel,
    navController: NavController,
) {
    var isProgress by remember {
        mutableStateOf(false)
    }
    val userState by remember {
        mutableStateOf(homeViewModel.getUserById(userId))
    }
    if (isProgress) {
        Box(
            modifier = Modifier.fillMaxSize(),",,
pilot-0082,missing_content_description,cryptrr__AutoPie,cryptrr__AutoPie/app/src/main/java/com/autosec/pie/BrowserActivity.kt,BrowserScreen,contentDescription = null,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun BrowserScreen(
    browserCommands: List<CommandModel>,
    webView: WebView,
    address: TextFieldValue,
    loadingProgress: Int,
    onAddressChange: (TextFieldValue) -> Unit,
    onNavigate: (String) -> Unit,
    onRunCommand: (CommandModel) -> Unit
) {
    var commandMenuExpanded by remember { mutableStateOf(false) }
    val keyboardController = LocalSoftwareKeyboardController.current

    Scaffold(
        bottomBar = {",,
pilot-0057,decorative_mislabeled,AnySoftKeyboard__janus,AnySoftKeyboard__janus/app/src/main/java/com/anysoftkeyboard/janus/app/ui/states/TranslationView.kt,TranslatedContent,"decorative with description ""Open target article""","/** Displays successfully translated content with target article and actions. */
@Composable
private fun TranslatedContent(translation: TranslationState.Translated) {
  val translationData = translation.translation

  Column(modifier = Modifier.fillMaxWidth()) {
    // Target article header with title and action buttons
    Row(
        modifier = Modifier.fillMaxWidth(),
        horizontalArrangement = Arrangement.SpaceBetween,
        verticalAlignment = Alignment.CenterVertically,
    ) {
      Column(modifier = Modifier.weight(1f)) {
        Text(
            text = translationData.translatedWord,
            style = MaterialTheme.typography.headlineSmall,",,
pilot-0255,text_truncation_scaling,Chesire__Nekome,Chesire__Nekome/features/search/src/main/java/com/chesire/nekome/app/search/search/ui/SearchScreen.kt,ResultItem,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
private fun ResultItem(model: ResultModel, onSeriesTrack: (ResultModel) -> Unit) {
    Card(
        modifier = Modifier
            .fillMaxWidth()
            .height(120.dp)
            .alpha(if (model.canTrack) 1.0f else 0.3f)
    ) {
        Box(modifier = Modifier.fillMaxSize()) {
            if (model.isTracking) {
                LinearProgressIndicator(
                    modifier = Modifier
                        .fillMaxWidth()
                        .align(Alignment.BottomCenter)
                )",,
pilot-0274,textfield_no_label,44114__android-room,44114__android-room/app/src/main/java/com/chatroom/app/ui/chat/ChatScreen.kt,ChatScreen,OutlinedTextField with placeholder but no label,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun ChatScreen(
    chatRepo: ChatRepository,
    fileRepo: FileRepository,
    prefs: PreferencesManager,
    onNavigateToAccount: () -> Unit,
) {
    val context = LocalContext.current
    val scope = rememberCoroutineScope()
    val listState = rememberLazyListState()

    val username by prefs.username.collectAsState(initial = """")
    val connected by chatRepo.connected.collectAsState(initial = false)

    var messages by remember { mutableStateOf(listOf<Message>()) }",,
pilot-0146,missing_merge_descendants,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/main/java/com/blazecode/tsviewer/views/GitHubUpdateCard.kt,GitHubUpdateCard,"clickable Card with 2 Text children, no mergeDescendants","
@Composable
fun GitHubUpdateCard(title: String, description: String, onClickDownload : () -> Unit){
    val isCardExtended = remember { mutableStateOf(false) }
    val expandMoreIcon = painterResource(R.drawable.ic_expand_more)
    val expandLessIcon = painterResource(R.drawable.ic_expand_less)
    var icon = painterResource(R.drawable.ic_expand_more)
    Card (modifier = Modifier.fillMaxWidth().padding(dimensionResource(R.dimen.medium_padding))){
        Column {
            Row (verticalAlignment = Alignment.CenterVertically){
                Text(modifier = Modifier.padding(dimensionResource(R.dimen.medium_padding)).weight(2f),
                    text = title,
                    softWrap = true
                )

                Box(modifier = Modifier.fillMaxWidth().padding(dimensionResource(R.dimen.medium_padding)).weight(2f), contentAlignment = Alignment.CenterEnd){",,
pilot-0168,missing_semantics_role,Nevodev__Cresto,Nevodev__Cresto/app/src/main/java/com/nevoit/cresto/ui/components/glasense/GlasenseDialog.kt,GlasenseDialog,.clickable without Role,"
@Composable
fun GlasenseDialogButton(
    modifier: Modifier = Modifier,
    text: String,
    icon: Painter? = null,
    isDestructive: Boolean = false,
    isPrimary: Boolean = true,
    onDismiss: () -> Unit
) {
    val shape = AppSpecs.buttonShape
    val corner = AppSpecs.buttonCorner
    GlasenseButtonAlt(
        enabled = true,
        shape = shape,
        onClick = { onDismiss() },",,
pilot-0249,text_truncation_scaling,Darkrock-Studios__hammer-editor,Darkrock-Studios__hammer-editor/composeUi/src/commonMain/kotlin/com/darkrockstudios/apps/hammer/common/storyeditor/OutlineOverviewUi.kt,ChapterDropdown,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
private fun ChapterDropdown(
	chapters: List<OutlineChapter>,
	activeChapterIndex: Int,
	onJumpTo: (Int) -> Unit,
) {
	var expanded by remember { mutableStateOf(false) }
	val rotation by animateFloatAsState(
		targetValue = if (expanded) 180f else 0f,
		label = ""outlineChapterDropdownRotation"",
	)
	val current = chapters.getOrNull(activeChapterIndex)

	Column(modifier = Modifier.fillMaxWidth()) {
		Row(",,
pilot-0248,text_truncation_scaling,RisorseArtificiali__anti-vocale,RisorseArtificiali__anti-vocale/app/src/main/java/com/antivocale/app/ui/components/ModelVariantCard.kt,DownloadProgressView,maxLines = 1 with Ellipsis (clips at large font scale)," */
@Composable
internal fun DownloadProgressView(
    downloadState: DownloadState,
    downloadProgress: Float,
    showExtractingFileSize: Boolean = false
) {
    when (val state = downloadState) {
        is DownloadState.Downloading -> {
            // TASK-384: talkback reads the same percentage the sighted UI shows
            val percentText = ""${(downloadProgress * 100).toInt()}%""
            Column(verticalArrangement = Arrangement.spacedBy(4.dp)) {
                Row(
                    modifier = Modifier.fillMaxWidth(),
                    horizontalArrangement = Arrangement.SpaceBetween
                ) {",,
pilot-0105,missing_heading_semantics,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/home/HomeScreen.kt,HeroSection,titleLarge text without heading(),"// —— Hero：大温度 + 数字滚动 + 大图标 ——
@Composable
private fun HeroSection(
    cur: CurrentWeather,
    data: WeatherData,
    unit: String,
    prefs: com.zhisheng.weather.ui.DisplayPrefs,
    modifier: Modifier,
) {
    Column(modifier = modifier.fillMaxWidth().padding(start = 20.dp, end = 20.dp, top = 4.dp, bottom = 4.dp)) {
        Row(verticalAlignment = Alignment.CenterVertically) {
            Column(Modifier.weight(1f)) {
                Text(
                    text = cur.weatherText ?: cur.condition?.label ?: ""—"",
                    style = MaterialTheme.typography.titleLarge,
                    color = ZhishengOrange,",,
